Date (yyyy.mm),expc-bot (mol m-2 s-1),intpp (mol m-2 s-1),intppdiat (mol m-2 s-1),phyc-vint (mol m-2),phydiat-vint (mol m-2),tos (degC),tob (degC),zmeso-vint (mol m-2),zmicro-vint (mol m-2),zooc-vint (mol m-2)
1850.01,8.95468283678119e-10,2.873886638170634e-07,1.4933968754554164e-08,0.08435774463764521,0.011617403516093184,21.818961964067885,1.0507636484845162,0.04542250010153495,0.04603082010856467,0.0914533202063099
1850.02,9.366083665598163e-10,3.485497807253266e-07,2.5223831488331822e-08,0.09799774961335447,0.016471392735715448,21.57545900067846,1.0508088239108484,0.05203806231564779,0.05168696177529254,0.10372502418938562
1850.03,1.101015896704375e-09,3.982281035538391e-07,3.144593903402292e-08,0.107125683103035,0.01913078659511952,21.937436913740108,1.0507555481009263,0.06279934797230771,0.055092537149277795,0.1178918853227753
1850.04,1.4166767083817983e-09,4.3458914760709414e-07,3.168203054267549e-08,0.1080233193072634,0.017363428906280252,21.87406367058565,1.0506039413435608,0.0727286713523126,0.054253315394243176,0.1269819867215268
1850.05,1.6385092455948088e-09,4.792871156310359e-07,2.7213071889379525e-08,0.10942036239795333,0.014029278253138077,23.04065170508476,1.050446554355077,0.07710137551421402,0.053914574596530575,0.13101595008892075
1850.06,1.6744469349573485e-09,4.29742449252427e-07,2.0201367103399358e-08,0.10068314231406647,0.011238646906281199,24.033681573668225,1.0502587378868817,0.07180032852968746,0.05084653361274534,0.12264686216852992
1850.07,1.6078210822677915e-09,3.7820657162509835e-07,1.5689794858033282e-08,0.09426399579598985,0.01013827047274,25.374253058580173,1.050413738605948,0.0620625409883005,0.050092933897922146,0.11215547466243347
1850.08,1.4097930653605176e-09,3.4489904585519305e-07,1.4501428299697976e-08,0.09000048867735527,0.010085255211388191,26.306455045091802,1.050393880451953,0.056635387062712275,0.04980170248426,0.10643708965090833
1850.09,1.2611520722077954e-09,3.228877100404323e-07,1.243247713493225e-08,0.08472675185749909,0.00897474170212645,26.1751855479399,1.0502035836210364,0.05312222560546512,0.046708345652503855,0.0998305712075209
1850.10,1.1899323277796416e-09,2.894193050465363e-07,1.105217578379089e-08,0.07847229510009582,0.00836792316350501,25.111920619470965,1.050184391157497,0.04857319755264338,0.04407915670915592,0.09265235428559189
1850.11,1.0833734758537445e-09,2.697539760039488e-07,1.0777805470001749e-08,0.07479846780362967,0.008355195918840952,23.91249906001555,1.0505016435066812,0.047283376143873075,0.04206291073144339,0.08934628690408909
1850.12,1.003165888512988e-09,2.6325765500486743e-07,1.0425656279136306e-08,0.07339727679707267,0.008028703450654068,22.737883181048787,1.0510106190119426,0.04509944834712193,0.04109074920316194,0.08619019747521911
1851.01,9.57543439014401e-10,2.97038379732273e-07,1.566104919107656e-08,0.08425481300502567,0.011217983485209701,21.8564164404346,1.0514223689655045,0.04368712749180391,0.0456394659423966,0.08932659345810688
1851.02,9.35813931625222e-10,3.4013262696697097e-07,2.300843528684729e-08,0.09534812466970696,0.01574654660072958,21.559400195173218,1.0517464718895395,0.04887976048993864,0.05434512990437824,0.10322489032359751
1851.03,1.0974332211379456e-09,3.8294363782657305e-07,3.0005095449183726e-08,0.10542328805568499,0.019298698005420896,21.554350629714556,1.0512152616101782,0.057707169187976526,0.055532964471924115,0.11324013359784965
1851.04,1.345354248038874e-09,4.2276844236903953e-07,2.819443590109197e-08,0.10731585572761604,0.01689777889142234,22.019781050551487,1.050714021624135,0.06797077358902776,0.054170339939710876,0.12214111331917245
1851.05,1.5887995715283267e-09,4.1857720930566446e-07,2.0393227844235057e-08,0.10159430127853163,0.011636585694262203,23.005152238365014,1.0506196873198776,0.06897848896977034,0.04981562504371166,0.11879411395725686
1851.06,1.559154892745816e-09,3.719408820253946e-07,1.5290765891834676e-08,0.0960461772065594,0.0102307394534217,24.393984330551383,1.0508175918790366,0.060951328397677446,0.04978240898529226,0.11073373736841917
1851.07,1.3591170372582232e-09,3.4019432111806473e-07,1.3175598639778498e-08,0.09281496309552938,0.009987422114244235,25.45398378240454,1.0511787661269874,0.055152494597131965,0.05024737206612567,0.10539986679098502
1851.08,1.197387375592878e-09,3.2280568739625476e-07,1.2095125836813786e-08,0.08929601549487366,0.009615824825497511,26.242780671433533,1.0513733941667023,0.052242798011666175,0.04887921835852768,0.10112201639020922
