Date (yyyy),expc-bot (mol m-2 s-1),intpp (mol m-2 s-1),intppdiat (mol m-2 s-1),phyc-vint (mol m-2),phydiat-vint (mol m-2),tos (degC),tob (degC),zmeso-vint (mol m-2),zmicro-vint (mol m-2),zooc-vint (mol m-2)
2067,7.098228784821592e-10,3.1753774448269453e-07,1.5827100135588182e-08,0.08155294290299146,0.010315615453812316,25.807927808162372,1.1171738344575026,0.04420183291752557,0.045617230043362524,0.08981906295346269
2068,7.135562974228954e-10,3.1334417553226484e-07,1.4216322597515856e-08,0.07849454768079553,0.009191686314387092,25.810933374086332,1.1191883582987978,0.04275800471459834,0.045080520026127495,0.08783852475227628
2069,6.95486703900452e-10,3.163125974779638e-07,1.5357672309931078e-08,0.0821926009851309,0.010160699745516715,25.700570417923927,1.1200626871359771,0.04376127222962534,0.04600119373125613,0.08976246594971604
2070,6.651367898048124e-10,3.097375474708497e-07,1.3677723333413027e-08,0.0788508302027262,0.009120009051863326,25.977337247242204,1.120440779537323,0.04209309294155091,0.04501253600518318,0.08710562895272038
2071,6.880108519399816e-10,3.2958502951554326e-07,1.4870676199696677e-08,0.08014627423208302,0.009280036190082474,25.74857489851078,1.1206635245014152,0.044980376127191295,0.04569821287261088,0.09067858899549085
2072,7.045808312689415e-10,3.255934078324684e-07,1.383081260342031e-08,0.07907144550507161,0.00889289867823199,25.779262036378615,1.1225473427142494,0.0431733208300162,0.04553974617206443,0.08871306700764987
2073,6.269012724170846e-10,2.980520190316672e-07,1.195203642514633e-08,0.078124081955551,0.008804923439500336,26.010504102042834,1.1237135144618489,0.03871951307427612,0.04452796015866426,0.08324747321164906
2074,6.426194197322349e-10,3.034811943010224e-07,1.250644604266801e-08,0.07793990168258344,0.00893434050003089,26.161803169342505,1.1249701483968442,0.039922658972842834,0.04460677456235084,0.08452943352453969
2075,6.952149242351825e-10,3.2722921401528456e-07,1.74439716018781e-08,0.08311657590688284,0.010793152283313047,25.565569915812006,1.126116090736948,0.04621289256926578,0.04724610281481114,0.09345899538821804
2076,6.162633447744538e-10,3.0222099464456356e-07,1.1319987752857618e-08,0.07578331645854999,0.00764565991675444,25.885935448386693,1.1284204973089131,0.039473378759826226,0.0441748769088785,0.08364825569567895
2077,5.663654227391202e-10,2.896370518196875e-07,9.6102246893376e-09,0.07358444892686174,0.0069781841681694065,26.051063935574863,1.1306105551691905,0.03530676179349147,0.042930125796936884,0.07823688758709353
2078,5.822343283332701e-10,2.8750002220265234e-07,1.1031981278027082e-08,0.07653071239502353,0.008311431261920138,26.253201935646484,1.1330597631641244,0.03586206786370262,0.04425276372126392,0.08011483155908647
2079,6.209085591359579e-10,3.1763991510544675e-07,1.3886989037039823e-08,0.07960245860234554,0.009150334304248628,25.96722277568999,1.1348817140224299,0.040858480269763096,0.04556506761543669,0.08642354783008377
2080,6.334946273123775e-10,3.10517334817112e-07,1.3570807337623778e-08,0.07723893251489282,0.00869603445871056,26.118117666197886,1.1360069728602797,0.04113200874318103,0.0442917931864408,0.08542380193117993
