Bigeye Mahi BlueShark Skipjack Yellowfin Albacore StripedMarlin Wahoo Swordfish BlueMarlin Lancetfish Opah
2015 11.7496239989533 23.8732513747731 11.7496239989533 11.7496239989533 11.7496239989533 11.7496239989533 23.8732513747731 23.8732513747731 11.7496239989533 23.8732513747731 11.7496239989533 11.7496239989533
2016 11.817763053982 24.0087599879111 11.817763053982 11.817763053982 11.817763053982 11.817763053982 24.0087599879111 24.0087599879111 11.817763053982 24.0087599879111 11.817763053982 11.817763053982
2017 11.9855258797493 24.3431217300115 11.9855258797493 11.9855258797493 11.9855258797493 11.9855258797493 24.3431217300115 24.3431217300115 11.9855258797493 24.3431217300115 11.9855258797493 11.9855258797493
2018 12.0293588105872 24.4304101967104 12.0293588105872 12.0293588105872 12.0293588105872 12.0293588105872 24.4304101967104 24.4304101967104 12.0293588105872 24.4304101967104 12.0293588105872 12.0293588105872
2019 11.9009431551045 24.1732356575757 11.9009431551045 11.9009431551045 11.9009431551045 11.9009431551045 24.1732356575757 24.1732356575757 11.9009431551045 24.1732356575757 11.9009431551045 11.9009431551045
2020 11.9939657837384 24.3589463566326 11.9939657837384 11.9939657837384 11.9939657837384 11.9939657837384 24.3589463566326 24.3589463566326 11.9939657837384 24.3589463566326 11.9939657837384 11.9939657837384
2021 12.0189524237592 24.4076305079899 12.0189524237592 12.0189524237592 12.0189524237592 12.0189524237592 24.4076305079899 24.4076305079899 12.0189524237592 24.4076305079899 12.0189524237592 12.0189524237592
2022 11.9018528350219 24.1725341993494 11.9018528350219 11.9018528350219 11.9018528350219 11.9018528350219 24.1725341993494 24.1725341993494 11.9018528350219 24.1725341993494 11.9018528350219 11.9018528350219
2023 12.1303876612088 24.6290764708555 12.1303876612088 12.1303876612088 12.1303876612088 12.1303876612088 24.6290764708555 24.6290764708555 12.1303876612088 24.6290764708555 12.1303876612088 12.1303876612088
2024 12.0381229697678 24.4440802970649 12.0381229697678 12.0381229697678 12.0381229697678 12.0381229697678 24.4440802970649 24.4440802970649 12.0381229697678 24.4440802970649 12.0381229697678 12.0381229697678
2025 11.9317381654165 24.2299773015354 11.9317381654165 11.9317381654165 11.9317381654165 11.9317381654165 24.2299773015354 24.2299773015354 11.9317381654165 24.2299773015354 11.9317381654165 11.9317381654165
2026 11.7697359623089 23.9049308579226 11.7697359623089 11.7697359623089 11.7697359623089 11.7697359623089 23.9049308579226 23.9049308579226 11.7697359623089 23.9049308579226 11.7697359623089 11.7697359623089
2027 11.8552586552992 24.0757919810415 11.8552586552992 11.8552586552992 11.8552586552992 11.8552586552992 24.0757919810415 24.0757919810415 11.8552586552992 24.0757919810415 11.8552586552992 11.8552586552992
2028 12.000993260215 24.3663544585292 12.000993260215 12.000993260215 12.000993260215 12.000993260215 24.3663544585292 24.3663544585292 12.000993260215 24.3663544585292 12.000993260215 12.000993260215
2029 12.0105899768556 24.3840246192222 12.0105899768556 12.0105899768556 12.0105899768556 12.0105899768556 24.3840246192222 24.3840246192222 12.0105899768556 24.3840246192222 12.0105899768556 12.0105899768556
2030 12.0008701765943 24.3648571830439 12.0008701765943 12.0008701765943 12.0008701765943 12.0008701765943 24.3648571830439 24.3648571830439 12.0008701765943 24.3648571830439 12.0008701765943 12.0008701765943
2031 12.0354403452904 24.433139261104 12.0354403452904 12.0354403452904 12.0354403452904 12.0354403452904 24.433139261104 24.433139261104 12.0354403452904 24.433139261104 12.0354403452904 12.0354403452904
2032 12.1194132810102 24.6005718739094 12.1194132810102 12.1194132810102 12.1194132810102 12.1194132810102 24.6005718739094 24.6005718739094 12.1194132810102 24.6005718739094 12.1194132810102 12.1194132810102
2033 12.175460833571 24.7121223995828 12.175460833571 12.175460833571 12.175460833571 12.175460833571 24.7121223995828 24.7121223995828 12.175460833571 24.7121223995828 12.175460833571 12.175460833571
2034 12.1443252664888 24.6489373209378 12.1443252664888 12.1443252664888 12.1443252664888 12.1443252664888 24.6489373209378 24.6489373209378 12.1443252664888 24.6489373209378 12.1443252664888 12.1443252664888
2035 12.0651419787813 24.4893880377493 12.0651419787813 12.0651419787813 12.0651419787813 12.0651419787813 24.4893880377493 24.4893880377493 12.0651419787813 24.4893880377493 12.0651419787813 12.0651419787813
2036 11.9436306653961 24.245555574596 11.9436306653961 11.9436306653961 11.9436306653961 11.9436306653961 24.245555574596 24.245555574596 11.9436306653961 24.245555574596 11.9436306653961 11.9436306653961
2037 12.1288298946622 24.6150553138117 12.1288298946622 12.1288298946622 12.1288298946622 12.1288298946622 24.6150553138117 24.6150553138117 12.1288298946622 24.6150553138117 12.1288298946622 12.1288298946622
2038 12.1172794805254 24.5910618002269 12.1172794805254 12.1172794805254 12.1172794805254 12.1172794805254 24.5910618002269 24.5910618002269 12.1172794805254 24.5910618002269 12.1172794805254 12.1172794805254
2039 11.9487367197632 24.2533419300758 11.9487367197632 11.9487367197632 11.9487367197632 11.9487367197632 24.2533419300758 24.2533419300758 11.9487367197632 24.2533419300758 11.9487367197632 11.9487367197632
2040 11.920029215741 24.1947101896544 11.920029215741 11.920029215741 11.920029215741 11.920029215741 24.1947101896544 24.1947101896544 11.920029215741 24.1947101896544 11.920029215741 11.920029215741
2041 12.1139586822424 24.5819108954948 12.1139586822424 12.1139586822424 12.1139586822424 12.1139586822424 24.5819108954948 24.5819108954948 12.1139586822424 24.5819108954948 12.1139586822424 12.1139586822424
2042 12.0991698177218 24.5512559414089 12.0991698177218 12.0991698177218 12.0991698177218 12.0991698177218 24.5512559414089 24.5512559414089 12.0991698177218 24.5512559414089 12.0991698177218 12.0991698177218
2043 12.1643279787488 24.6807369309785 12.1643279787488 12.1643279787488 12.1643279787488 12.1643279787488 24.6807369309785 24.6807369309785 12.1643279787488 24.6807369309785 12.1643279787488 12.1643279787488
2044 12.1836306949815 24.7195086331209 12.1836306949815 12.1836306949815 12.1836306949815 12.1836306949815 24.7195086331209 24.7195086331209 12.1836306949815 24.7195086331209 12.1836306949815 12.1836306949815
2045 12.154200051042 24.6596382315875 12.154200051042 12.154200051042 12.154200051042 12.154200051042 24.6596382315875 24.6596382315875 12.154200051042 24.6596382315875 12.154200051042 12.154200051042
2046 12.1401638354747 24.6309436499557 12.1401638354747 12.1401638354747 12.1401638354747 12.1401638354747 24.6309436499557 24.6309436499557 12.1401638354747 24.6309436499557 12.1401638354747 12.1401638354747
2047 12.3582457667286 25.0670585509491 12.3582457667286 12.3582457667286 12.3582457667286 12.3582457667286 25.0670585509491 25.0670585509491 12.3582457667286 25.0670585509491 12.3582457667286 12.3582457667286
2048 12.2632169602434 24.8752736543366 12.2632169602434 12.2632169602434 12.2632169602434 12.2632169602434 24.8752736543366 24.8752736543366 12.2632169602434 24.8752736543366 12.2632169602434 12.2632169602434
2049 12.2639977386643 24.876188228132 12.2639977386643 12.2639977386643 12.2639977386643 12.2639977386643 24.876188228132 24.876188228132 12.2639977386643 24.876188228132 12.2639977386643 12.2639977386643
2050 12.5317441743341 25.411402129285 12.5317441743341 12.5317441743341 12.5317441743341 12.5317441743341 25.411402129285 25.411402129285 12.5317441743341 25.411402129285 12.5317441743341 12.5317441743341
2051 12.2276840675371 24.802112331561 12.2276840675371 12.2276840675371 12.2276840675371 12.2276840675371 24.802112331561 24.802112331561 12.2276840675371 24.802112331561 12.2276840675371 12.2276840675371
2052 12.1367346379773 24.6190460551716 12.1367346379773 12.1367346379773 12.1367346379773 12.1367346379773 24.6190460551716 24.6190460551716 12.1367346379773 24.6190460551716 12.1367346379773 12.1367346379773
2053 12.2088861693356 24.7629862801138 12.2088861693356 12.2088861693356 12.2088861693356 12.2088861693356 24.7629862801138 24.7629862801138 12.2088861693356 24.7629862801138 12.2088861693356 12.2088861693356
2054 12.0624310209643 24.4694150970537 12.0624310209643 12.0624310209643 12.0624310209643 12.0624310209643 24.4694150970537 24.4694150970537 12.0624310209643 24.4694150970537 12.0624310209643 12.0624310209643
2055 12.2877080830077 24.9184640269449 12.2877080830077 12.2877080830077 12.2877080830077 12.2877080830077 24.9184640269449 24.9184640269449 12.2877080830077 24.9184640269449 12.2877080830077 12.2877080830077
