Date (yyyy),expc-bot (mol m-2 s-1),intpp (mol m-2 s-1),intppdiat (mol m-2 s-1),phyc-vint (mol m-2),phydiat-vint (mol m-2),tos (degC),tob (degC),zmeso-vint (mol m-2),zmicro-vint (mol m-2),zooc-vint (mol m-2)
1601,1.2255782908808721e-09,3.40717065408179e-07,1.6599842850711385e-08,0.08920097630631209,0.010603319812940139,23.82992748210894,1.1236102604950735,0.05225064730378851,0.04818175321020567,0.10043240051198488
1602,1.2368467360499155e-09,3.460021236293587e-07,1.7635331389562647e-08,0.08998538765573634,0.010974294323012293,23.67610969274625,1.1237911094204178,0.053424679532725124,0.04847728363623066,0.10190196314562977
1603,1.2744417142708563e-09,3.5602898279674985e-07,1.795489862479226e-08,0.09271453650695982,0.011695536546692952,23.56082556712965,1.1250420877136975,0.0566060800824984,0.04992614926706553,0.10653222930454502
1604,1.2571725356612448e-09,3.5095649437796225e-07,1.7202349223771265e-08,0.09181297619124594,0.011521283404953097,23.56741875637178,1.1258587295263982,0.05544953031467467,0.04912524211173855,0.10457477247560026
1605,1.245647549723653e-09,3.4953829614652183e-07,1.7068061556256027e-08,0.09129764206753488,0.01146254876432262,23.794030049193506,1.1258476825268529,0.053409756395668535,0.04874983970960133,0.10215959610748698
1606,1.2610388572826996e-09,3.514459944115501e-07,1.8584270799896728e-08,0.09302774430067721,0.012311625176392059,23.807870828923296,1.1260209073062233,0.055007627753850784,0.04883505326401111,0.10384268099705211
1607,1.2613996402497976e-09,3.5118238199905213e-07,1.766728002160067e-08,0.09204270146793825,0.011799363883709788,23.84577751534506,1.1259750498519685,0.05556613530693146,0.048518533717528366,0.10408466902734166
1608,1.2970711345641436e-09,3.5998713626643074e-07,1.9706431036310135e-08,0.09437277558482991,0.012549978771890955,23.53075212840663,1.1257851880517185,0.05807613253040434,0.04955189333448754,0.1076280258270203
1609,1.2732719684530568e-09,3.5215607424488045e-07,1.7832302648901076e-08,0.09268542494208802,0.011831433988376687,23.40223059783666,1.1261883083727482,0.05763092594583049,0.04983920169529834,0.10747012772714602
1610,1.2125095966616898e-09,3.4034963605137557e-07,1.6383779680985047e-08,0.09036123382994139,0.011250707102975285,23.64449784145475,1.1260486403745933,0.05383992287235414,0.048801767198433495,0.1026416900934034
1611,1.2087505911503958e-09,3.3901468015827525e-07,1.6189921036197426e-08,0.09117953149785558,0.011438994912391927,23.755308992142748,1.126339150190699,0.052536356496810495,0.048570780248917284,0.1011071367487031
1612,1.2709698795591147e-09,3.552420062864659e-07,1.8256668237007104e-08,0.09362128257554464,0.012133231005915159,23.556545251960955,1.1261640761381455,0.05620468533210742,0.04942968081186294,0.10563436612153798
1613,1.2837538894934598e-09,3.570029122570089e-07,1.8557530128273854e-08,0.09260799927535711,0.011851159380872993,23.56676240812263,1.1263106371877138,0.05743575044236221,0.04910856929995202,0.10654431969532978
1614,1.2426235714921997e-09,3.485573292593181e-07,1.662707373448834e-08,0.09094923431804175,0.011275979404590143,23.68093790659535,1.1260377589398352,0.05506624930776804,0.04845891091508183,0.10352516027099738
1615,1.2395235512889606e-09,3.507999622541655e-07,1.6412347599222e-08,0.09128180907538337,0.011185608384918987,23.791318791254977,1.1254256270770149,0.05407966578545211,0.04824993619825336,0.10232960198992609
1616,1.3012016762180753e-09,3.680984375803186e-07,1.8535606671116067e-08,0.09420150809493326,0.012044571589869782,23.731176775395383,1.125439157924541,0.05754510404703672,0.04950199942310438,0.10704710350146014
1617,1.3321336233744726e-09,3.642382328038446e-07,1.8723407193467234e-08,0.09315367619606922,0.012099062717586732,23.593514050842856,1.126406094554309,0.05782057154465661,0.04992426187566661,0.10774483338023676
1618,1.242750778490839e-09,3.470080435127078e-07,1.6636075638183532e-08,0.09177803954127754,0.011444449299903653,23.644653177252824,1.1266174177792114,0.05479420059942101,0.049071612823170706,0.10386581344393492
1619,1.1847392157817358e-09,3.394117104291992e-07,1.4527854410754436e-08,0.08975061489752438,0.010249804565554023,23.609107184991263,1.126964864796667,0.05229822403866011,0.04817954887080551,0.10047777292175558
1620,1.2284435272783646e-09,3.5076385587910665e-07,1.707560255408808e-08,0.09138616303712743,0.011118156016380424,23.66763380828588,1.126883397865113,0.053426069513579644,0.04913131308410127,0.10255738259087482
1621,1.2396898719146271e-09,3.4475786773323615e-07,1.7124534923784836e-08,0.09056405836720234,0.011126660875354832,23.535488077952706,1.1268541708789934,0.05404899281123199,0.0487408908142427,0.10278988359315011
1622,1.1508857174493591e-09,3.3367270948597227e-07,1.5843199850456372e-08,0.08905966612897882,0.010705475781720384,23.84154899342441,1.1257594905657289,0.05066906721274487,0.047825802454973476,0.09849486965014198
1623,1.2115514310246267e-09,3.47598598720496e-07,1.6432111764005835e-08,0.09027364370403819,0.010931974921674787,23.982922450784827,1.1246722628847199,0.052514368945395566,0.04788653147184929,0.10040090040190651
1624,1.2274087661122097e-09,3.46031919510068e-07,1.6305844607027502e-08,0.0900281453455697,0.010841390226679406,23.833719720936838,1.1243915722720497,0.05371815703958443,0.04848522822358712,0.10220338525629911
1625,1.1846621376202553e-09,3.3591995911209016e-07,1.4883339223600663e-08,0.08943535517926256,0.010419352601578342,23.73903166502069,1.1249337724796564,0.05197221842194653,0.04779096739752688,0.09976318579581955
1626,1.1730043664183022e-09,3.3762328177623875e-07,1.5405473120441127e-08,0.08944800601383913,0.010519547023571501,23.649437934903926,1.1255704156968125,0.05110317169072828,0.048187973803973744,0.09929114551231416
