Bigeye Mahi BlueShark Skipjack Yellowfin Albacore StripedMarlin Wahoo Swordfish BlueMarlin Lancetfish Opah
2015 12.560530764307 24.0336849631541 12.560530764307 12.560530764307 12.560530764307 12.560530764307 24.0336849631541 24.0336849631541 12.560530764307 24.0336849631541 12.560530764307 12.560530764307
2016 12.7504695380795 24.4134648175093 12.7504695380795 12.7504695380795 12.7504695380795 12.7504695380795 24.4134648175093 24.4134648175093 12.7504695380795 24.4134648175093 12.7504695380795 12.7504695380795
2017 12.7077176669547 24.3272426590198 12.7077176669547 12.7077176669547 12.7077176669547 12.7077176669547 24.3272426590198 24.3272426590198 12.7077176669547 24.3272426590198 12.7077176669547 12.7077176669547
2018 12.6735274707243 24.2572707016628 12.6735274707243 12.6735274707243 12.6735274707243 12.6735274707243 24.2572707016628 24.2572707016628 12.6735274707243 24.2572707016628 12.6735274707243 12.6735274707243
2019 12.6585517918294 24.2264124618132 12.6585517918294 12.6585517918294 12.6585517918294 12.6585517918294 24.2264124618132 24.2264124618132 12.6585517918294 24.2264124618132 12.6585517918294 12.6585517918294
2020 12.7928958847812 24.4945149977545 12.7928958847812 12.7928958847812 12.7928958847812 12.7928958847812 24.4945149977545 24.4945149977545 12.7928958847812 24.4945149977545 12.7928958847812 12.7928958847812
2021 12.8815363792492 24.6710026211187 12.8815363792492 12.8815363792492 12.8815363792492 12.8815363792492 24.6710026211187 24.6710026211187 12.8815363792492 24.6710026211187 12.8815363792492 12.8815363792492
2022 12.8805089095079 24.6682328174482 12.8805089095079 12.8805089095079 12.8805089095079 12.8805089095079 24.6682328174482 24.6682328174482 12.8805089095079 24.6682328174482 12.8805089095079 12.8805089095079
2023 12.7392460612998 24.3851915227586 12.7392460612998 12.7392460612998 12.7392460612998 12.7392460612998 24.3851915227586 24.3851915227586 12.7392460612998 24.3851915227586 12.7392460612998 12.7392460612998
2024 12.8400596064206 24.5872822490737 12.8400596064206 12.8400596064206 12.8400596064206 12.8400596064206 24.5872822490737 24.5872822490737 12.8400596064206 24.5872822490737 12.8400596064206 12.8400596064206
2025 12.8049123150402 24.5177204103283 12.8049123150402 12.8049123150402 12.8049123150402 12.8049123150402 24.5177204103283 24.5177204103283 12.8049123150402 24.5177204103283 12.8049123150402 12.8049123150402
2026 12.7493392367816 24.4064499266934 12.7493392367816 12.7493392367816 12.7493392367816 12.7493392367816 24.4064499266934 24.4064499266934 12.7493392367816 24.4064499266934 12.7493392367816 12.7493392367816
2027 12.8194744287151 24.5462380423016 12.8194744287151 12.8194744287151 12.8194744287151 12.8194744287151 24.5462380423016 24.5462380423016 12.8194744287151 24.5462380423016 12.8194744287151 12.8194744287151
2028 12.97945578922 24.865813941362 12.97945578922 12.97945578922 12.97945578922 12.97945578922 24.865813941362 24.865813941362 12.97945578922 24.865813941362 12.97945578922 12.97945578922
2029 12.7351832061168 24.3762037842282 12.7351832061168 12.7351832061168 12.7351832061168 12.7351832061168 24.3762037842282 24.3762037842282 12.7351832061168 24.3762037842282 12.7351832061168 12.7351832061168
2030 12.691297685021 24.2869105663421 12.691297685021 12.691297685021 12.691297685021 12.691297685021 24.2869105663421 24.2869105663421 12.691297685021 24.2869105663421 12.691297685021 12.691297685021
2031 12.8857488819554 24.6761261361512 12.8857488819554 12.8857488819554 12.8857488819554 12.8857488819554 24.6761261361512 24.6761261361512 12.8857488819554 24.6761261361512 12.8857488819554 12.8857488819554
2032 12.8255755940432 24.5561204668835 12.8255755940432 12.8255755940432 12.8255755940432 12.8255755940432 24.5561204668835 24.5561204668835 12.8255755940432 24.5561204668835 12.8255755940432 12.8255755940432
