Date (yyyy.mm),expc-bot (mol m-2 s-1),intpp (mol m-2 s-1),intppdiat (mol m-2 s-1),phyc-vint (mol m-2),phydiat-vint (mol m-2),tos (degC),tob (degC),zmeso-vint (mol m-2),zmicro-vint (mol m-2),zooc-vint (mol m-2)
2015.01,2.181691758500542e-09,2.509880591476913e-07,1.4646845856585832e-08,0.18536915660725678,0.0208658996398902,22.20083747194377,-0.37427947647075016,0.06068897364930985,0.04817534153946276,0.10886431507852001
2015.02,2.4110190908236863e-09,2.884805582977732e-07,1.6816361665656362e-08,0.19163858866290714,0.021386877395858137,21.619257079867328,-0.374021885732919,0.06122104661263159,0.05149189532451762,0.11271294208639392
2015.03,2.4513351676652378e-09,3.0253796172265984e-07,2.0510363590243365e-08,0.19545818657438396,0.02299324217037979,21.441795755898468,-0.373978841116132,0.06329583778298795,0.05733846924467272,0.12063430685145286
2015.04,2.642358035263967e-09,3.0205759648201787e-07,2.2670772207321735e-08,0.19634988119762375,0.024190597260074647,22.06241917624439,-0.3740402164514331,0.06571653826721825,0.05686712455751276,0.12258366278758903
2015.05,2.961873887457042e-09,2.7892330153177996e-07,2.174826444293714e-08,0.19363099562229083,0.024080058054362356,22.68862516561055,-0.37412250536012603,0.06659090964979567,0.053010852226526975,0.11960176191745278
2015.06,3.1629555617744245e-09,2.5953970163040245e-07,1.579112173682863e-08,0.1952642715085941,0.022274551754819006,24.084283812381834,-0.3740648179029839,0.06561566658551803,0.049396535891932075,0.11501220258265685
2015.07,3.102827624680151e-09,2.445658761924206e-07,1.226521781415291e-08,0.19866969369987983,0.0210408282308881,25.471982361018235,-0.3741221812194085,0.06348188893821906,0.04708797461188505,0.11056986359936526
2015.08,2.7317958870673462e-09,2.3418671429532055e-07,1.177176302495533e-08,0.20116001607779307,0.020914210316663944,26.539449503745963,-0.37420914898374136,0.06194089944951662,0.04558386987294437,0.10752476922513522
2015.09,2.442554666077338e-09,2.275131938444885e-07,1.2032697980442627e-08,0.2015215339715613,0.020978026796995917,26.67883504660249,-0.37422484661503835,0.06061388934256784,0.04404448808341251,0.10465837750444235
2015.10,2.310640649441011e-09,2.1314004163277086e-07,1.1410834031918321e-08,0.19721179131054345,0.020753999419758935,25.82237670765,-0.373999418681513,0.05948645281503175,0.042757061515718585,0.1022435144457474
2015.11,2.1970739982535642e-09,2.1108083102643228e-07,1.1581902279340722e-08,0.19120847720204862,0.020558590815236918,24.51659932212812,-0.3736272847539095,0.05892327921790094,0.04216463345258073,0.10108791247376417
2015.12,2.1060349123568524e-09,2.0996122766638492e-07,1.1887602340017556e-08,0.18434949114587731,0.020429635633945526,23.35255509418652,-0.37334989910988786,0.058501346397865465,0.041784148462255796,0.10028549490540019
2016.01,2.0904826937179177e-09,2.220597483015637e-07,1.1858548875117605e-08,0.18533120789620097,0.020294404354466312,22.512248684544417,-0.3734675450328811,0.057035416216088784,0.04203377527268404,0.09906919161606977
2016.02,2.0020420850989543e-09,2.467096407411775e-07,1.3951419267987147e-08,0.19037037528309478,0.020990278660332748,21.952391272046874,-0.37351730941505734,0.057393101021528885,0.046898847674498596,0.10429194846890605
2016.03,1.987554799516616e-09,2.59057958242665e-07,1.6298995043490947e-08,0.19225172105795285,0.021739870473096466,21.877352298878822,-0.3738246151865401,0.0587381579920352,0.049740143393587635,0.10847830152902735
2016.04,2.1569103447415225e-09,2.479247441697449e-07,1.4237127127085307e-08,0.19285483777412946,0.021401591957481727,22.042200010548278,-0.3739215063364925,0.05934380373417684,0.04757239781002328,0.10691620165536883
2016.05,2.379487684887869e-09,2.3703637058051456e-07,1.240726666119297e-08,0.1927533669735677,0.02097179479222078,22.855178455517866,-0.3737445878539085,0.05922959273275579,0.04700420803870007,0.10623380073084052
2016.06,2.33565148192485e-09,2.234386554294924e-07,1.0865134263689214e-08,0.19408786931229813,0.02055726023903624,24.07285327894829,-0.37359073769670853,0.05854625802072871,0.04457650497764893,0.10312276294636176
